uid,gid,player,team,details,pstat,gstat
4479,4220,MM-3700,PIT,Shoulder,Full Participation in Practice,Probable
4480,4221,BW-0400,JAC,Back,Full Participation in Practice,Probable
4481,4221,DR-2250,JAC,Foot,Full Participation in Practice,Probable
4482,4221,DG-2450,JAC,Hamstring,Full Participation in Practice,Probable
4483,4221,DS-2200,JAC,Hamstring,Full Participation in Practice,Probable
4484,4221,NJ-0150,JAC,Hamstring,Full Participation in Practice,Probable
4485,4221,PP-0800,JAC,Hand,Full Participation in Practice,Probable
4486,4221,AC-2250,JAC,Illness,Did Not Participate In Practice,Probable
4487,4221,RD-0650,JAC,Knee,Full Participation in Practice,Probable
4488,4221,RM-4200,JAC,Knee,Limited Participation in Practice,Probable
4489,4221,TY-0150,JAC,Knee,Did Not Participate In Practice,Doubtful
4490,4221,CC-2600,JAC,Not Injury Related,Full Participation in Practice,Probable
4491,4221,TS-2050,JAC,Shoulder,Did Not Participate In Practice,Doubtful
4492,4221,AH-3900,JAC,Thigh,Full Participation in Practice,Probable
4493,4221,SB-1600,JAC,Thumb,Limited Participation in Practice,Probable
4494,4221,AC-0250,JAC,Wrist,Full Participation in Practice,Probable
4495,4221,MC-2400,NO,Chest,Did Not Participate In Practice,Questionable
4496,4221,ZS-0200,NO,Elbow,Did Not Participate In Practice,Questionable
4497,4221,DB-3800,NO,Foot,Limited Participation in Practice,Questionable
4498,4221,DE-0600,NO,Hip,Did Not Participate In Practice,Out
4499,4221,BW-0700,NO,Knee,Did Not Participate In Practice,Questionable
4500,4221,JB-8800,NO,Knee,Full Participation in Practice,Probable
4501,4221,TA-0850,NO,Knee,Did Not Participate In Practice,Questionable
4502,4222,CJ-1100,DET,Ankle,Limited Participation in Practice,Questionable
4503,4222,CR-0650,DET,Ankle,Limited Participation in Practice,Questionable
4504,4222,GQ-0100,DET,Concussion,Limited Participation in Practice,Questionable
4505,4222,JB-8700,DET,Foot,Limited Participation in Practice,Questionable
4506,4222,DB-1725,DET,Illness,Full Participation in Practice,Questionable
4507,4222,MO-0250,DET,Knee,Limited Participation in Practice,Questionable
4508,4222,HN-0300,DET,Neck,Limited Participation in Practice,Questionable
4509,4222,LW-0350,DET,Quadricep,Limited Participation in Practice,Questionable
4510,4222,DJ-1750,SF,Ankle,Full Participation in Practice,Probable
4511,4222,MW-1750,SF,Ankle,Did Not Participate In Practice,Out
4512,4222,TS-2300,SF,Back,Full Participation in Practice,Probable
4513,4222,AL-1200,SF,Concussion,Full Participation in Practice,Probable
4514,4222,MM-0925,SF,Concussion,Did Not Participate In Practice,Out
4515,4222,TB-2700,SF,Hamstring,Full Participation in Practice,Probable
4516,4222,AB-2100,SF,Knee,Did Not Participate In Practice,Out
4517,4222,EP-0300,SF,Knee,Full Participation in Practice,Probable
4518,4222,JS-5700,SF,Knee,Full Participation in Practice,Probable
4519,4222,JT-0650,SF,Knee,Full Participation in Practice,Probable
4520,4222,SD-0800,SF,Knee,Did Not Participate In Practice,Out
4521,4222,AA-0562,SF,Shoulder,Full Participation in Practice,Probable
4522,4222,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4523,4222,EH-0150,SF,Shoulder,Full Participation in Practice,Probable
4524,4222,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4525,4222,QD-0200,SF,Shoulder,Full Participation in Practice,Probable
4526,4223,JM-4550,BUF,Ankle,Limited Participation in Practice,Probable
4527,4223,NB-0500,BUF,Ankle,Did Not Participate In Practice,Out
4528,4223,CC-2100,BUF,Back,Did Not Participate In Practice,Out
4529,4223,RD-0050,BUF,Groin,Limited Participation in Practice,Questionable
4530,4223,MW-2300,BUF,Hand,Limited Participation in Practice,Probable
4531,4223,WP-0650,BUF,Hip,Limited Participation in Practice,Probable
4532,4223,AD-1300,BUF,Knee,Full Participation in Practice,Probable
4533,4223,BR-0150,BUF,Knee,Limited Participation in Practice,Probable
4534,4223,LM-1000,BUF,Knee,Did Not Participate In Practice,Out
4535,4223,RB-3350,BUF,Neck,Full Participation in Practice,Probable
4536,4223,EW-1600,BUF,Shoulder,Limited Participation in Practice,Probable
4537,4223,KW-1150,BUF,Shoulder,Limited Participation in Practice,Probable
4538,4223,SC-0550,BUF,Shoulder,Full Participation in Practice,Probable
4539,4223,GE-0250,DAL,Achilles,Out (Definitely Will Not Play),Out
4540,4223,DL-0450,DAL,Chest,Limited Participation in Practice,Probable
4541,4223,JW-6000,DAL,Chest,Limited Participation in Practice,Probable
4542,4223,RM-2000,DAL,Concussion,Full Participation in Practice,Probable
4543,4223,DB-5300,DAL,Foot,Did Not Participate In Practice,Doubtful
4544,4223,MC-1350,DAL,Hamstring,Did Not Participate In Practice,Questionable
4545,4223,CB-1130,DAL,Knee,Did Not Participate In Practice,Questionable
4546,4223,CJ-2100,DAL,Left Knee,Full Participation in Practice,Probable
4547,4223,TR-0800,DAL,Left Shoulder,Out (Definitely Will Not Play),Out
4548,4223,JH-3210,DAL,Shoulder,Limited Participation in Practice,Probable
4549,4223,KW-0960,DAL,Shoulder,Limited Participation in Practice,Questionable
4550,4224,TP-2000,CHI,Ankle,Limited Participation in Practice,Questionable
4551,4224,SM-1050,CHI,Concussion,Did Not Participate In Practice,Doubtful
4552,4224,AJ-0430,CHI,Hamstring,Did Not Participate In Practice,Doubtful
4553,4224,ER-0500,CHI,Knee,Limited Participation in Practice,Questionable
4554,4224,PM-0500,CHI,Knee,Limited Participation in Practice,Questionable
4555,4224,BC-0150,CHI,Quadricep,Limited Participation in Practice,Questionable
4556,4224,AA-0543,CHI,Shoulder,Limited Participation in Practice,Questionable
4557,4224,AS-3050,TB,Ankle,Did Not Participate In Practice,Out
4558,4224,BC-0600,TB,Ankle,Full Participation in Practice,Probable
4559,4224,GJ-0800,TB,Calf,Full Participation in Practice,Probable
4560,4224,KB-2250,TB,Groin,Did Not Participate In Practice,Doubtful
4561,4224,GM-0500,TB,Hand,Full Participation in Practice,Probable
4562,4224,CC-4000,TB,Knee,Limited Participation in Practice,Doubtful
4563,4224,LM-0200,TB,Knee,Limited Participation in Practice,Questionable
4564,4224,VJ-0100,TB,Knee,Did Not Participate In Practice,Out
4565,4225,JM-1450,ATL,Back,Full Participation in Practice,Probable
4566,4225,PS-0600,ATL,Calf,Full Participation in Practice,Probable
4567,4225,TC-2050,ATL,Concussion,Did Not Participate In Practice,Out
4568,4225,PW-1400,ATL,Knee,Limited Participation in Practice,Probable
4569,4225,RH-0150,ATL,Knee,Limited Participation in Practice,Questionable
4570,4225,CC-1700,ATL,Shoulder,Limited Participation in Practice,Probable
4571,4225,GJ-0250,ATL,Shoulder,Limited Participation in Practice,Out
4572,4225,DH-2700,ATL,Toe,Limited Participation in Practice,Probable
4573,4225,CJ-1300,CAR,Calf,Full Participation in Practice,Probable
4574,4225,KL-1400,CAR,Concussion,Limited Participation in Practice,Questionable
4575,4225,JS-6700,CAR,Foot,Did Not Participate In Practice,Out
4576,4225,DM-0650,CAR,Hamstring,Did Not Participate In Practice,Out
4577,4225,CN-0500,CAR,Not Injury Related,Full Participation in Practice,Probable
4578,4225,TG-0900,CAR,Quad,Full Participation in Practice,Probable
4579,4226,ML-2500,SEA,Abdomen,Out (Definitely Will Not Play),Out
4580,4226,DS-1730,SEA,Ankle,Full Participation in Practice,Probable
4581,4226,JK-0250,SEA,Calf,Full Participation in Practice,Probable
4582,4226,RO-0400,SEA,Calf,Did Not Participate In Practice,Questionable
4583,4226,DB-0500,SEA,Hamstring,Full Participation in Practice,Questionable
4584,4226,AM-1400,SEA,Knee,Did Not Participate In Practice,Doubtful
4585,4226,JL-0230,SEA,Knee,Full Participation in Practice,Probable
4586,4226,CA-1300,SEA,Not Injury Related,Full Participation in Practice,Probable
4587,4226,KC-0900,SEA,Pelvis,Did Not Participate In Practice,Questionable
4588,4226,JH-4050,SEA,Toe,Did Not Participate In Practice,Doubtful
4589,4226,MB-1900,SEA,Toe,Full Participation in Practice,Questionable
4590,4226,EP-0250,STL,Ankle,Limited Participation in Practice,Questionable
4591,4226,LJ-1800,STL,Back,Limited Participation in Practice,Questionable
4592,4226,AD-1487,STL,Knee,Did Not Participate In Practice,Out
4593,4226,BM-0250,STL,Knee,Full Participation in Practice,Questionable
4594,4227,CR-0500,ARI,Ankle,Limited Participation in Practice,Questionable
4595,4227,FR-0200,ARI,Ankle,Limited Participation in Practice,Questionable
4596,4227,PP-0400,ARI,Ankle,Full Participation in Practice,Probable
4597,4227,RJ-0900,ARI,Ankle,Limited Participation in Practice,Questionable
4598,4227,JM-1650,ARI,Calf,Did Not Participate In Practice,Out
4599,4227,JP-4100,ARI,Calf,Full Participation in Practice,Probable
4600,4227,SW-0700,ARI,Illness,Full Participation in Practice,Probable
4601,4227,JG-3700,ARI,Knee,Full Participation in Practice,Probable
4602,4227,LS-0500,ARI,Knee,Full Participation in Practice,Probable
4603,4227,CP-0500,ARI,Right Finger,Limited Participation in Practice,Probable
4604,4227,ES-1475,ARI,Shoulder,Full Participation in Practice,Probable
4605,4227,AE-0750,ARI,Toe,Limited Participation in Practice,Questionable
4606,4227,BB-3700,GB,Ankle,Limited Participation in Practice,Probable
4607,4227,CL-0975,GB,Ankle,Full Participation in Practice,Probable
4608,4227,CM-0900,GB,Ankle,Limited Participation in Practice,Probable
4609,4227,DB-0350,GB,Ankle,Did Not Participate In Practice,Questionable
4610,4227,JS-3500,GB,Back,Limited Participation in Practice,Probable
4611,4227,SS-1300,GB,Concussion,Did Not Participate In Practice,Doubtful
4612,4227,LG-0900,GB,Foot,Limited Participation in Practice,Questionable
4613,4227,QR-0100,GB,Groin,Full Participation in Practice,Probable
4614,4227,JP-2050,GB,Hamstring,Did Not Participate In Practice,Questionable
4615,4227,MD-0060,GB,Hamstring,Limited Participation in Practice,Probable
4616,4227,JE-0350,GB,Quadricep,Did Not Participate In Practice,Out
4617,4227,EL-0010,GB,Rib,Limited Participation in Practice,Probable
4618,4227,TL-0300,GB,Shoulder,Limited Participation in Practice,Probable
4619,4228,AP-0700,MIN,Ankle,Full Participation in Practice,Probable
4620,4228,CJ-1400,MIN,Ankle,Full Participation in Practice,Probable
4621,4228,RE-0400,MIN,Ankle,Limited Participation in Practice,Probable
4622,4228,JR-2750,MIN,Concussion,Full Participation in Practice,Probable
4623,4228,LJ-1700,MIN,Foot,Full Participation in Practice,Probable
4624,4228,JM-3450,MIN,Hamstring,Full Participation in Practice,Probable
4625,4228,AB-0650,MIN,Knee,Full Participation in Practice,Probable
4626,4228,HS-0130,MIN,Knee,Limited Participation in Practice,Probable
4627,4228,EG-0900,MIN,Shoulder,Full Participation in Practice,Probable
4628,4228,SF-0150,MIN,,Limited Participation in Practice,
4629,4228,CT-0250,NYG,Concussion,Did Not Participate In Practice,Out
4630,4228,GS-0800,NYG,Concussion,Full Participation in Practice,Probable
4631,4228,DK-0465,NYG,Foot,Did Not Participate In Practice,Out
4632,4228,EF-0075,NYG,Illness,Limited Participation in Practice,Probable
4633,4228,OD-0200,NYG,Illness,Full Participation in Practice,Probable
4634,4228,MK-1700,NYG,Knee,Did Not Participate In Practice,Out
4635,4228,JM-6350,NYG,Quadricep,Did Not Participate In Practice,Out
4636,4228,DH-1800,NYG,Shoulder,Limited Participation in Practice,Questionable
4637,4229,JF-1750,CIN,Concussion,Full Participation in Practice,Probable
4638,4229,TE-0300,CIN,Concussion,Out (Definitely Will Not Play),Out
4639,4229,GI-1300,CIN,Groin,Did Not Participate In Practice,Doubtful
4640,4229,EL-0060,CIN,Hamstring,Full Participation in Practice,Probable
4641,4229,VR-0200,CIN,Hamstring,Full Participation in Practice,Probable
4642,4229,VB-0350,CIN,Knee,Full Participation in Practice,Probable
4643,4229,AD-0100,CIN,Right Thumb,Out (Definitely Will Not Play),Out
4644,4229,BF-0950,DEN,Ankle,Full Participation in Practice,Probable
4645,4229,EM-0400,DEN,Ankle,Full Participation in Practice,Probable
4646,4229,TW-0600,DEN,Ankle,Limited Participation in Practice,Questionable
4647,4229,CA-0750,DEN,Back,Full Participation in Practice,Probable
4648,4229,DW-1100,DEN,Back,Full Participation in Practice,Probable
4649,4229,PM-0200,DEN,Foot,Did Not Participate In Practice,Out
4650,4229,DS-4300,DEN,Hamstring,Limited Participation in Practice,Questionable
4651,4229,LM-1020,DEN,Hamstring,Full Participation in Practice,Probable
4652,4229,OB-0150,DEN,Hamstring,Did Not Participate In Practice,Out
4653,4229,OD-0100,DEN,Knee,Full Participation in Practice,Probable
4654,4229,BO-0650,DEN,Left Shoulder,Full Participation in Practice,Probable
4655,4229,AC-0100,DEN,Quadricep,Full Participation in Practice,Probable
4656,4229,TD-0725,DEN,Shoulder,Limited Participation in Practice,Questionable
4657,4229,VW-0100,DEN,Shoulder,Full Participation in Practice,Probable
4658,4230,JM-4550,BUF,Ankle,Limited Participation in Practice,Probable
4659,4230,NB-0500,BUF,Ankle,Did Not Participate In Practice,Out
4660,4230,RD-0050,BUF,Groin,Limited Participation in Practice,Probable
4661,4230,MW-2300,BUF,Hand,Limited Participation in Practice,Probable
4662,4230,BR-0150,BUF,Knee,Limited Participation in Practice,Probable
4663,4230,LM-1000,BUF,Knee,Did Not Participate In Practice,Out
4664,4230,MD-0100,BUF,Neck,Full Participation in Practice,Probable
4665,4230,TT-0500,BUF,Right Shoulder,Limited Participation in Practice,Probable
4666,4230,CH-3350,BUF,Wrist,Limited Participation in Practice,Probable
4667,4230,CG-1250,BUF,,Did Not Participate In Practice,
4668,4230,CP-0100,NYJ,Abdomen,Limited Participation in Practice,Probable
4669,4230,BG-0500,NYJ,Ankle,Limited Participation in Practice,Questionable
4670,4230,BM-0300,NYJ,Ankle,Full Participation in Practice,Probable
4671,4230,BP-1200,NYJ,Ankle,Did Not Participate In Practice,Questionable
4672,4230,LM-0550,NYJ,Back,Full Participation in Practice,Probable
4673,4230,KD-0400,NYJ,Foot,Did Not Participate In Practice,Questionable
4674,4230,DM-2350,NYJ,Hamstring,Full Participation in Practice,Probable
4675,4230,EH-0600,NYJ,Illness,Full Participation in Practice,Probable
4676,4230,CI-0300,NYJ,Knee,Limited Participation in Practice,Probable
4677,4230,ED-0200,NYJ,Knee,Full Participation in Practice,Probable
4678,4230,RF-0500,NYJ,Left Thumb,Full Participation in Practice,Probable
4679,4230,QE-0100,NYJ,Neck,Full Participation in Practice,Probable
4680,4230,KT-0450,NYJ,Quadricep,Full Participation in Practice,Probable
4681,4230,MW-1800,NYJ,Toe,Limited Participation in Practice,Probable
4682,4230,DD-0250,NYJ,Wrist,Full Participation in Practice,Probable
4683,4231,JD-2512,MIA,Ankle,Limited Participation in Practice,Questionable
4684,4231,JJ-1620,MIA,Ankle,Did Not Participate In Practice,Doubtful
4685,4231,BT-1250,MIA,Calf,Full Participation in Practice,Probable
4686,4231,EM-1200,MIA,Calf,Limited Participation in Practice,Questionable
4687,4231,MP-2000,MIA,Foot,Did Not Participate In Practice,Doubtful
4688,4231,JL-0215,MIA,Knee,Limited Participation in Practice,Probable
4689,4231,RM-1500,MIA,Ribs,Limited Participation in Practice,Questionable
4690,4231,KS-2350,MIA,Thigh,Limited Participation in Practice,Questionable
4691,4231,RT-0150,MIA,Thigh,Full Participation in Practice,Probable
4692,4231,JJ-0650,MIA,Toe,Limited Participation in Practice,Questionable
4693,4231,CJ-2050,NE,Abdomen,Did Not Participate In Practice,Out
4694,4231,DM-1300,NE,Ankle,Limited Participation in Practice,Questionable
4695,4231,SV-0400,NE,Ankle,Did Not Participate In Practice,Out
4696,4231,JC-3518,NE,Concussion,Did Not Participate In Practice,Out
4697,4231,BL-0100,NE,Foot,Limited Participation in Practice,Questionable
4698,4231,JE-0100,NE,Foot,Did Not Participate In Practice,Out
4699,4231,PC-0300,NE,Foot,Limited Participation in Practice,Questionable
4700,4231,JF-3150,NE,Hand,Did Not Participate In Practice,Out
4701,4231,DA-0900,NE,Knee,Limited Participation in Practice,Questionable
4702,4231,DH-2950,NE,Knee,Did Not Participate In Practice,Out
4703,4231,SC-0400,NE,Knee,Limited Participation in Practice,Questionable
4704,4231,SS-1450,NE,Not Injury Related,Did Not Participate In Practice,Questionable
4705,4231,RN-1100,NE,Shin,Did Not Participate In Practice,Questionable
4706,4231,JK-1650,NE,Shoulder,Limited Participation in Practice,Questionable
4707,4231,LW-0050,NE,Shoulder,Limited Participation in Practice,Questionable
4708,4232,RA-0650,ATL,Ankle,Full Participation in Practice,Probable
4709,4232,RW-2200,ATL,Ankle,Full Participation in Practice,Probable
4710,4232,EW-0500,ATL,Concussion,Full Participation in Practice,Probable
4711,4232,TC-2050,ATL,Concussion,Did Not Participate In Practice,Out
4712,4232,PA-0100,ATL,Hamstring,Limited Participation in Practice,Probable
4713,4232,JD-3300,ATL,Hip,Limited Participation in Practice,Probable
4714,4232,MR-2500,ATL,Hip,Full Participation in Practice,Probable
4715,4232,DF-1875,ATL,Knee,Full Participation in Practice,Probable
4716,4232,PW-1400,ATL,Knee,Full Participation in Practice,Probable
4717,4232,CC-1700,ATL,Shoulder,Limited Participation in Practice,Probable
